user_id,quiz_id,overall_accuracy,mcq_accuracy,subjective_score,consistency,attempted_ratio,avg_time_spent,avg_difficulty
u5069,q5069,0.58,0.66,0.34,0.57,0.99,71.0,3
u8317,q8317,0.91,0.93,0.73,0.83,1.0,43.0,2
u2977,q2977,0.41,0.53,0.55,0.45,0.64,28.0,2
u6281,q6281,0.64,0.56,0.65,0.68,1.0,43.0,2
u9713,q9713,0.94,0.86,0.89,0.91,0.93,28.0,3
u157,q157,0.41,0.59,0.11,0.38,0.66,18.0,1
u8206,q8206,0.94,0.89,0.83,0.81,0.97,38.0,3
u2352,q2352,0.37,0.46,0.36,0.32,0.71,122.0,1
u5772,q5772,0.73,0.54,1.0,0.66,0.98,45.0,2
u111,q111,0.23,0.21,0.13,0.56,0.97,21.0,1
u5273,q5273,0.69,0.78,0.43,0.73,0.85,55.0,2
u6610,q6610,0.78,0.74,0.82,0.61,0.9,82.0,3
u5403,q5403,0.36,0.67,0.2,0.51,0.88,59.0,2
u6382,q6382,0.66,0.77,0.56,0.7,0.83,49.0,3
u9860,q9860,0.96,0.98,0.78,0.8,0.97,45.0,3
u9496,q9496,0.89,0.83,0.87,0.81,0.98,44.0,2
u7912,q7912,0.73,0.63,0.72,0.63,0.98,77.0,3
u1207,q1207,0.31,0.33,0.37,0.44,0.9,17.0,1
u5015,q5015,0.5,0.55,0.56,0.61,0.75,46.0,1
u5289,q5289,0.64,0.67,0.47,0.68,0.85,44.0,2
u4474,q4474,0.75,0.67,0.76,0.64,0.84,67.0,2
u5035,q5035,0.52,0.61,0.4,0.66,0.84,74.0,2
u3183,q3183,0.56,0.66,0.41,0.61,0.83,74.0,2
u8846,q8846,0.77,0.86,0.77,0.83,0.96,55.0,3
u6205,q6205,0.69,0.69,0.44,0.69,0.82,63.0,2
u626,q626,0.36,0.35,0.16,0.09,0.46,103.0,1
u3652,q3652,0.66,0.81,0.43,0.74,0.77,75.0,3
u6434,q6434,0.62,0.8,0.5,0.58,0.89,38.0,1
u3658,q3658,0.69,0.71,0.63,0.55,0.82,52.0,2
u8404,q8404,0.93,0.86,1.0,0.91,1.0,29.0,3
u6129,q6129,0.54,0.62,0.4,0.56,0.89,71.0,2
u6652,q6652,0.54,0.59,0.54,0.58,0.82,50.0,2
u2221,q2221,0.41,0.36,0.57,0.15,0.42,152.0,1
u3874,q3874,0.53,0.57,0.52,0.64,0.94,60.0,2
u1750,q1750,0.42,0.5,0.31,0.61,0.57,27.0,1
u3107,q3107,0.6,0.61,0.62,0.87,0.91,94.0,2
u7762,q7762,0.65,0.75,0.66,0.55,0.82,73.0,2
u3799,q3799,0.65,0.85,0.37,0.68,0.94,68.0,2
u6160,q6160,0.75,0.74,0.67,0.71,0.84,70.0,2
u2690,q2690,0.33,0.46,0.27,0.42,0.86,129.0,1
u2907,q2907,0.34,0.36,0.27,0.51,0.71,151.0,2
u5996,q5996,0.52,0.61,0.37,0.65,0.88,64.0,3
u2302,q2302,0.25,0.3,0.25,0.33,0.61,114.0,2
u3154,q3154,0.67,0.6,0.57,0.69,0.74,95.0,2
u5149,q5149,0.57,0.68,0.55,0.48,0.91,54.0,2
u8036,q8036,0.76,0.87,0.76,0.9,0.99,47.0,2
u6493,q6493,0.59,0.61,0.53,0.67,0.72,55.0,2
u9922,q9922,0.93,0.93,0.87,0.81,0.98,42.0,2
u4726,q4726,0.61,0.58,0.56,0.67,0.92,62.0,2
u9973,q9973,0.91,0.9,0.79,0.76,0.97,33.0,3
u7108,q7108,0.69,0.7,0.57,0.64,0.78,35.0,1
u8730,q8730,0.9,0.89,0.9,0.9,1.0,48.0,3
u2957,q2957,0.41,0.49,0.28,0.23,0.88,20.0,1
u1765,q1765,0.32,0.38,0.15,0.62,0.91,101.0,1
u3013,q3013,0.65,0.8,0.41,0.73,0.88,47.0,2
u6965,q6965,0.73,0.8,0.75,0.51,0.9,65.0,2
u883,q883,0.25,0.35,0.02,0.29,0.36,25.0,1
u9443,q9443,0.88,0.88,0.82,0.91,0.98,27.0,3
u845,q845,0.43,0.42,0.54,0.77,0.51,148.0,1
u51,q51,0.24,0.43,0.09,0.61,0.68,133.0,1
u1530,q1530,0.34,0.29,0.22,0.09,0.61,23.0,1
u7039,q7039,0.8,0.9,0.48,0.67,0.8,75.0,2
u1033,q1033,0.33,0.44,0.13,0.48,0.7,117.0,2
u3057,q3057,0.68,0.78,0.5,0.63,0.74,77.0,3
u1279,q1279,0.32,0.42,0.29,0.39,0.63,146.0,2
u5154,q5154,0.65,0.67,0.53,0.68,0.84,46.0,3
u1887,q1887,0.24,0.32,0.18,0.58,0.43,28.0,1
u856,q856,0.3,0.34,0.28,0.65,0.72,158.0,1
u4420,q4420,0.53,0.56,0.44,0.79,0.75,81.0,1
u7237,q7237,0.58,0.59,0.56,0.54,0.92,55.0,2
u2249,q2249,0.42,0.38,0.42,0.91,0.85,101.0,2
u8610,q8610,1.0,0.99,1.0,0.8,1.0,52.0,3
u316,q316,0.37,0.4,0.36,0.51,0.29,29.0,1
u127,q127,0.21,0.3,0.01,0.58,0.71,27.0,1
u3032,q3032,0.76,0.87,0.76,0.64,0.85,75.0,3
u7028,q7028,0.8,0.58,0.9,0.6,0.94,44.0,1
u1408,q1408,0.42,0.55,0.24,0.5,0.45,21.0,2
u5034,q5034,0.59,0.69,0.59,0.66,0.87,50.0,1
u6956,q6956,0.51,0.59,0.62,0.58,0.78,46.0,3
u6419,q6419,0.66,0.65,0.72,0.51,0.89,51.0,2
u9294,q9294,0.87,0.84,0.81,0.82,0.99,36.0,3
u8347,q8347,0.98,0.89,1.0,0.85,1.0,46.0,2
u9890,q9890,0.86,0.83,0.83,0.87,0.99,19.0,3
u9404,q9404,0.89,0.9,0.96,0.87,0.99,37.0,3
u9548,q9548,0.85,0.87,0.85,0.95,0.99,24.0,3
u6867,q6867,0.53,0.58,0.61,0.67,0.69,70.0,2
u7875,q7875,0.8,0.75,0.68,0.7,0.82,58.0,3
u928,q928,0.34,0.44,0.37,0.23,0.55,23.0,1
u1776,q1776,0.31,0.27,0.42,0.49,0.64,133.0,1
u7256,q7256,0.6,0.58,0.46,0.53,0.95,48.0,2
u6583,q6583,0.51,0.55,0.52,0.64,0.71,56.0,2
u5103,q5103,0.65,0.75,0.59,0.81,0.87,36.0,2
u8676,q8676,0.87,0.94,0.79,0.9,0.99,61.0,2
u7699,q7699,0.61,0.71,0.66,0.74,0.82,53.0,1
u7313,q7313,0.71,0.71,0.59,0.59,0.82,40.0,2
u2498,q2498,0.39,0.37,0.2,0.58,0.47,20.0,1
u4217,q4217,0.66,0.73,0.55,0.71,0.83,46.0,1
u8314,q8314,0.94,0.92,0.76,0.93,0.96,48.0,2
u9804,q9804,0.94,0.86,0.81,0.84,1.0,53.0,3
u7395,q7395,0.53,0.59,0.47,0.87,0.87,56.0,2
u3825,q3825,0.64,0.53,0.76,0.44,0.79,52.0,2
u2693,q2693,0.33,0.4,0.35,0.48,0.9,22.0,2
u8239,q8239,0.75,0.8,0.74,0.95,0.99,51.0,3
u5,q5,0.39,0.38,0.38,0.37,0.57,95.0,2
u253,q253,0.56,0.61,0.4,0.8,0.51,20.0,2
u7878,q7878,0.48,0.66,0.14,0.57,0.84,61.0,2
u6427,q6427,0.71,0.63,0.87,0.58,0.87,67.0,1
u4663,q4663,0.79,0.79,0.65,0.46,0.75,60.0,2
u4580,q4580,0.64,0.61,0.55,0.57,0.81,59.0,2
u319,q319,0.45,0.43,0.47,0.54,0.51,17.0,1
u6070,q6070,0.7,0.77,0.67,0.75,0.9,74.0,3
u1914,q1914,0.41,0.45,0.32,0.48,0.71,20.0,2
u2963,q2963,0.32,0.35,0.31,0.44,0.36,90.0,1
u2857,q2857,0.27,0.33,0.0,0.43,0.55,22.0,1
u2996,q2996,0.39,0.41,0.33,0.42,0.36,132.0,1
u7690,q7690,0.59,0.59,0.69,0.62,0.98,59.0,2
u8870,q8870,0.95,0.95,0.74,0.81,0.99,52.0,2
u3125,q3125,0.74,0.66,0.68,0.56,0.84,52.0,3
u7360,q7360,0.75,0.63,0.54,0.62,0.66,46.0,1
u5641,q5641,0.56,0.4,0.99,0.71,0.9,71.0,2
u6599,q6599,0.64,0.71,0.66,0.61,0.91,54.0,2
u8146,q8146,0.97,0.9,0.93,0.82,0.97,35.0,3
u9894,q9894,0.86,0.96,0.86,0.84,0.98,33.0,3
u7349,q7349,0.45,0.5,0.43,0.64,0.85,76.0,2
u1085,q1085,0.53,0.44,0.5,0.35,0.72,169.0,1
u6843,q6843,0.78,0.79,0.85,0.58,0.84,43.0,1
u2864,q2864,0.31,0.47,0.03,0.15,0.93,18.0,1
u6718,q6718,0.82,0.85,0.57,0.57,0.86,64.0,2
u7251,q7251,0.56,0.55,0.47,0.52,0.89,74.0,2
u9612,q9612,0.89,0.95,0.7,0.85,0.97,54.0,3
u4109,q4109,0.59,0.57,0.73,0.69,0.9,36.0,2
u8668,q8668,0.79,0.81,0.8,0.91,1.0,62.0,3
u9172,q9172,0.74,0.84,0.8,0.88,0.95,39.0,3
u2598,q2598,0.35,0.42,0.26,0.56,1.0,36.0,2
u4670,q4670,0.82,0.84,0.73,0.64,0.9,54.0,3
u1982,q1982,0.35,0.26,0.43,0.32,0.66,130.0,1
u1670,q1670,0.35,0.45,0.31,0.39,0.48,111.0,1
u163,q163,0.37,0.52,0.23,0.21,0.73,120.0,1
u4644,q4644,0.56,0.58,0.5,0.65,1.0,69.0,2
u8046,q8046,0.97,0.97,0.89,0.87,0.98,37.0,3
u5343,q5343,0.64,0.61,0.67,0.75,0.88,38.0,3
u5317,q5317,0.82,0.8,0.9,0.64,0.87,57.0,2
u9475,q9475,1.0,0.9,0.93,0.81,0.98,51.0,3
u2396,q2396,0.38,0.26,0.42,0.53,0.46,20.0,2
u3503,q3503,0.81,0.8,0.77,0.61,0.87,52.0,3
u5128,q5128,0.81,0.72,0.99,0.41,0.87,36.0,2
u8411,q8411,0.86,0.95,0.64,0.85,1.0,41.0,2
u273,q273,0.43,0.52,0.43,0.39,0.4,31.0,1
u1822,q1822,0.31,0.41,0.27,0.53,0.59,128.0,1
u1507,q1507,0.46,0.47,0.4,0.43,0.52,118.0,1
u7647,q7647,0.73,0.52,0.8,0.64,0.79,88.0,3
u2399,q2399,0.35,0.42,0.02,0.5,0.59,35.0,1
u5862,q5862,0.72,0.72,0.58,0.76,0.67,58.0,2
u5501,q5501,0.7,0.7,0.72,0.6,0.95,72.0,3
u206,q206,0.23,0.31,0.2,0.64,0.26,30.0,1
u3483,q3483,0.49,0.48,0.44,0.88,0.82,65.0,2
u73,q73,0.34,0.4,0.33,0.43,0.28,136.0,1
u3007,q3007,0.9,0.92,0.7,0.5,0.89,68.0,2
u2369,q2369,0.27,0.29,0.23,0.64,0.34,27.0,1
u5351,q5351,0.63,0.72,0.28,0.53,0.62,71.0,2
u8766,q8766,0.95,0.87,0.81,0.8,1.0,39.0,3
u3898,q3898,0.47,0.66,0.35,0.69,0.9,66.0,2
u3243,q3243,0.68,0.67,0.71,0.63,0.83,57.0,2
u5920,q5920,0.53,0.59,0.36,0.69,0.94,54.0,1
u933,q933,0.25,0.26,0.43,0.44,0.73,16.0,2
u1531,q1531,0.46,0.41,0.33,0.59,0.91,123.0,2
u1885,q1885,0.35,0.4,0.39,0.42,0.77,27.0,2
u929,q929,0.44,0.56,0.12,0.39,0.74,25.0,1
u4395,q4395,0.73,0.58,0.62,0.62,0.8,65.0,2
u5738,q5738,0.6,0.73,0.51,0.63,0.97,62.0,2
u4947,q4947,0.72,0.72,0.61,0.56,0.85,76.0,3
u8180,q8180,0.86,0.88,0.78,0.87,1.0,66.0,2
u9108,q9108,0.76,0.76,0.84,0.86,0.98,32.0,3
u5779,q5779,0.4,0.65,0.24,0.7,0.96,86.0,2
u9492,q9492,0.86,0.9,0.84,0.85,0.95,58.0,2
u9270,q9270,0.95,0.93,0.91,0.86,1.0,30.0,3
u8280,q8280,0.92,0.91,0.89,0.87,1.0,37.0,3
u3484,q3484,0.73,0.68,0.62,0.76,0.7,65.0,2
u9772,q9772,0.79,0.9,0.77,0.87,0.98,21.0,3
u2762,q2762,0.38,0.32,0.38,0.21,0.76,108.0,1
u5318,q5318,0.68,0.62,0.66,0.55,0.92,87.0,2
u1329,q1329,0.38,0.28,0.55,0.19,0.7,102.0,1
u3850,q3850,0.58,0.65,0.37,0.7,0.85,85.0,1
u8150,q8150,0.89,0.93,0.84,0.89,1.0,41.0,3
u4052,q4052,0.77,0.86,0.61,0.7,0.88,68.0,2
u9098,q9098,0.95,0.9,0.93,0.85,1.0,30.0,3
u126,q126,0.56,0.62,0.41,0.28,0.61,30.0,1
u825,q825,0.29,0.36,0.2,0.51,0.56,17.0,1
u6819,q6819,0.61,0.56,0.7,0.56,0.62,61.0,2
u6931,q6931,0.51,0.67,0.64,0.69,0.85,87.0,2
u2605,q2605,0.39,0.34,0.36,0.49,0.49,107.0,1
u6808,q6808,0.52,0.65,0.31,0.78,0.88,96.0,2
u3435,q3435,0.52,0.63,0.54,0.84,0.86,75.0,2
u6437,q6437,0.66,0.84,0.38,0.62,0.81,81.0,3
u5256,q5256,0.59,0.74,0.28,0.67,0.94,37.0,1
u9901,q9901,0.93,0.87,0.95,0.92,0.98,41.0,3
u1978,q1978,0.49,0.49,0.32,0.51,0.48,29.0,1
u3220,q3220,0.67,0.7,0.62,0.44,0.93,29.0,3
u5424,q5424,0.72,0.79,0.75,0.63,0.68,72.0,3
u9393,q9393,0.93,0.94,0.84,0.85,0.95,49.0,2
u6547,q6547,0.71,0.72,0.57,0.78,0.88,20.0,2
u6957,q6957,0.89,0.88,0.64,0.76,0.84,57.0,2
u884,q884,0.33,0.5,0.17,0.37,0.69,18.0,1
u3389,q3389,0.7,0.82,0.72,0.6,0.9,52.0,2
u4276,q4276,0.42,0.59,0.51,0.71,0.87,67.0,2
u285,q285,0.39,0.61,0.07,0.31,0.64,20.0,2
u2137,q2137,0.39,0.41,0.37,0.26,0.41,17.0,1
u6053,q6053,0.56,0.55,0.49,0.63,0.91,47.0,1
u3514,q3514,0.57,0.78,0.36,0.59,0.7,56.0,2
u3244,q3244,0.58,0.74,0.61,0.63,0.8,62.0,3
u7876,q7876,0.51,0.64,0.38,0.5,0.8,54.0,2
u6267,q6267,0.58,0.51,0.62,0.71,0.73,72.0,2
u4710,q4710,0.69,0.59,0.8,0.57,0.84,86.0,3
u9038,q9038,0.99,0.99,1.0,0.84,0.97,51.0,3
u6842,q6842,0.63,0.71,0.63,0.65,0.91,44.0,1
u2430,q2430,0.25,0.37,0.03,0.32,0.71,30.0,1
u654,q654,0.23,0.29,0.18,0.45,0.9,143.0,1
u468,q468,0.53,0.48,0.32,0.33,0.23,20.0,2
u8248,q8248,0.96,0.95,0.94,0.95,0.98,48.0,2
u5667,q5667,0.79,0.75,0.59,0.69,1.0,16.0,2
u9936,q9936,0.89,0.88,0.93,0.89,0.98,58.0,2
u3080,q3080,0.57,0.64,0.58,0.67,0.97,64.0,2
u69,q69,0.33,0.44,0.33,0.53,0.9,113.0,1
u4889,q4889,0.77,0.76,0.72,0.67,0.83,67.0,2
u7558,q7558,0.58,0.7,0.57,0.71,0.85,69.0,2
u8328,q8328,0.97,0.98,0.9,0.9,0.96,39.0,3
u1564,q1564,0.43,0.49,0.33,0.53,0.57,131.0,1
u1418,q1418,0.38,0.43,0.01,0.26,0.64,124.0,1
u8333,q8333,0.89,0.96,0.83,0.85,1.0,48.0,3
u2587,q2587,0.19,0.27,0.2,0.68,0.48,145.0,2
u1652,q1652,0.39,0.43,0.39,0.34,0.65,90.0,2
u7597,q7597,0.35,0.47,0.16,0.65,0.77,90.0,2
u6626,q6626,0.59,0.55,0.63,0.89,0.93,66.0,2
u3464,q3464,0.6,0.75,0.3,0.75,0.85,73.0,2
u6745,q6745,0.7,0.8,0.48,0.87,0.76,77.0,2
u7305,q7305,0.54,0.65,0.42,0.67,0.7,79.0,2
u3248,q3248,0.61,0.76,0.48,0.47,0.68,59.0,2
u9707,q9707,0.88,0.88,1.0,0.84,0.99,19.0,2
u2947,q2947,0.35,0.41,0.21,0.37,0.72,29.0,1
u2404,q2404,0.33,0.37,0.31,0.37,0.38,121.0,2
u1988,q1988,0.31,0.45,0.31,0.35,0.56,144.0,1
u7019,q7019,0.47,0.56,0.46,0.64,0.76,85.0,1
u461,q461,0.5,0.6,0.55,0.34,0.68,132.0,1
u2984,q2984,0.4,0.43,0.36,0.52,0.54,116.0,2
u6011,q6011,0.65,0.68,0.54,0.48,0.75,69.0,2
u6917,q6917,0.58,0.58,0.63,0.67,0.71,70.0,2
u4346,q4346,0.72,0.82,0.47,0.72,0.96,75.0,2
u2464,q2464,0.19,0.28,0.19,0.23,0.3,125.0,1
u5024,q5024,0.65,0.65,0.47,0.65,0.66,49.0,2
u3460,q3460,0.65,0.6,0.74,0.62,1.0,58.0,2
u5356,q5356,0.79,0.68,0.8,0.84,0.91,51.0,2
u4360,q4360,0.74,0.7,0.75,0.66,0.78,40.0,2
u4404,q4404,0.68,0.64,0.76,0.68,0.73,68.0,3
u8972,q8972,0.96,0.94,0.95,0.91,0.99,29.0,2
u8928,q8928,0.96,1.0,0.9,0.83,0.98,32.0,2
u1983,q1983,0.38,0.34,0.34,0.39,0.52,138.0,1
u2570,q2570,0.3,0.38,0.15,0.14,0.46,28.0,2
u4148,q4148,0.57,0.54,0.61,0.59,1.0,84.0,2
u9111,q9111,0.98,0.95,0.88,0.9,0.99,53.0,2
u2689,q2689,0.27,0.48,0.11,0.71,0.54,15.0,1
u7324,q7324,0.67,0.75,0.63,0.84,0.68,76.0,2
u7562,q7562,0.6,0.67,0.5,0.8,0.61,53.0,1
u3757,q3757,0.77,0.68,0.61,0.52,1.0,73.0,2
u7732,q7732,0.63,0.74,0.65,0.6,0.79,44.0,3
u8988,q8988,0.86,1.0,0.84,0.82,1.0,43.0,3
u8439,q8439,0.8,0.82,0.78,0.75,0.97,39.0,3
u6805,q6805,0.61,0.6,0.64,0.62,0.82,70.0,2
u2040,q2040,0.27,0.22,0.36,0.74,0.45,27.0,1
u9094,q9094,0.94,0.9,0.96,0.82,0.94,26.0,2
u796,q796,0.37,0.51,0.25,0.61,0.85,27.0,1
u9258,q9258,0.88,0.89,0.88,0.84,0.97,45.0,2
u4838,q4838,0.47,0.54,0.46,0.68,0.82,67.0,2
u2471,q2471,0.48,0.51,0.53,0.39,0.86,115.0,1
u8375,q8375,0.98,0.86,0.99,0.9,0.96,41.0,3
u6119,q6119,0.57,0.7,0.48,0.7,0.89,33.0,3
u9708,q9708,0.88,0.91,0.88,0.87,0.98,39.0,3
u5397,q5397,0.61,0.54,0.65,0.73,0.95,42.0,2
u8530,q8530,0.9,0.95,0.77,0.77,0.98,44.0,3
u7896,q7896,0.65,0.79,0.55,0.57,0.69,56.0,2
u225,q225,0.35,0.35,0.34,0.48,0.3,28.0,1
u6763,q6763,0.58,0.75,0.31,0.5,0.6,69.0,3
u1229,q1229,0.52,0.5,0.34,0.42,0.49,29.0,1
u8748,q8748,0.82,0.87,0.87,0.83,1.0,45.0,2
u3292,q3292,0.62,0.6,0.6,0.61,0.93,73.0,2
u1405,q1405,0.39,0.5,0.28,0.28,0.52,169.0,2
u494,q494,0.21,0.31,0.22,0.5,0.68,26.0,2
u4596,q4596,0.64,0.61,0.61,0.5,0.87,77.0,1
u5377,q5377,0.63,0.67,0.61,0.58,0.83,54.0,2
u3992,q3992,0.59,0.71,0.38,0.57,0.61,77.0,2
u6764,q6764,0.57,0.75,0.47,0.54,0.84,29.0,2
u9079,q9079,0.86,0.89,0.88,0.9,0.99,60.0,3
u9093,q9093,0.95,0.96,0.92,0.83,0.99,38.0,3
u4712,q4712,0.66,0.72,0.58,0.64,0.92,54.0,2
u9752,q9752,0.79,0.92,0.78,0.72,1.0,26.0,2
u8831,q8831,0.93,0.96,0.84,0.76,0.97,50.0,3
u3692,q3692,0.75,0.76,0.63,0.89,0.86,55.0,2
u5194,q5194,0.72,0.62,0.87,0.6,0.95,60.0,2
u7168,q7168,0.65,0.65,0.53,0.79,0.9,40.0,2
u1678,q1678,0.53,0.55,0.47,0.0,0.64,13.0,1
u9076,q9076,0.9,0.97,0.98,0.92,0.98,29.0,2
u8025,q8025,0.86,0.9,0.83,0.78,0.97,37.0,3
u3941,q3941,0.45,0.54,0.31,0.63,0.87,64.0,3
u3020,q3020,0.54,0.64,0.54,0.63,0.94,42.0,1
u7678,q7678,0.66,0.56,0.78,0.86,0.89,34.0,2
u3422,q3422,0.68,0.54,0.73,0.66,0.9,54.0,1
u6364,q6364,0.59,0.61,0.58,0.62,0.7,54.0,3
u6048,q6048,0.56,0.59,0.43,0.55,0.83,73.0,3
u6451,q6451,0.67,0.49,0.73,0.77,1.0,61.0,2
u3744,q3744,0.52,0.68,0.38,0.78,0.81,91.0,2
u4844,q4844,0.67,0.73,0.5,0.58,0.74,49.0,2
u3410,q3410,0.79,0.99,0.59,0.62,0.89,89.0,2
u315,q315,0.44,0.53,0.25,0.57,0.57,28.0,1
u3497,q3497,0.65,0.68,0.62,0.55,0.82,70.0,2
u8356,q8356,0.84,0.94,0.74,0.82,0.99,37.0,2
u7547,q7547,0.56,0.64,0.47,0.53,0.9,74.0,2
u9934,q9934,0.86,0.88,0.9,0.89,0.99,32.0,3
u1278,q1278,0.31,0.44,0.16,0.39,0.68,24.0,1
u8721,q8721,0.82,0.84,0.96,0.89,0.98,36.0,3
u7766,q7766,0.6,0.67,0.51,0.57,0.72,43.0,3
u3824,q3824,0.75,0.73,0.75,0.75,0.98,39.0,2
u2586,q2586,0.28,0.34,0.19,0.48,0.82,27.0,1
u8229,q8229,0.75,0.96,0.62,0.84,0.99,32.0,3
u5219,q5219,0.56,0.63,0.39,0.64,0.83,49.0,2
u910,q910,0.42,0.62,0.19,0.27,0.88,29.0,1
u5077,q5077,0.52,0.66,0.33,0.53,0.85,54.0,2
u7425,q7425,0.61,0.73,0.4,0.6,0.83,58.0,3
u5620,q5620,0.7,0.69,0.56,0.51,0.87,52.0,2
u8071,q8071,0.96,0.98,0.95,0.89,0.99,37.0,3
u7314,q7314,0.53,0.67,0.38,0.69,0.81,63.0,3
u2310,q2310,0.38,0.49,0.15,0.36,0.37,98.0,1
u8221,q8221,0.91,0.89,1.0,0.84,0.98,30.0,3
u8466,q8466,0.95,0.87,0.87,0.87,0.97,64.0,3
u107,q107,0.46,0.59,0.11,0.75,0.75,28.0,1
u1570,q1570,0.34,0.35,0.3,0.31,0.93,122.0,1
u5492,q5492,0.66,0.57,0.59,0.51,0.93,54.0,2
u2477,q2477,0.41,0.38,0.27,0.42,0.83,124.0,1
u9453,q9453,0.82,0.87,0.59,1.0,0.99,34.0,3
u7851,q7851,0.68,0.73,0.54,0.68,0.89,75.0,2
u5199,q5199,0.81,0.67,0.82,0.57,0.88,61.0,3
u1244,q1244,0.37,0.3,0.4,0.3,0.7,131.0,1
u9588,q9588,0.85,0.93,0.71,0.86,0.96,54.0,3
u7868,q7868,0.72,0.85,0.66,0.56,0.72,52.0,2
u6497,q6497,0.71,0.69,0.66,0.57,1.0,57.0,2
u1661,q1661,0.57,0.53,0.52,0.61,0.88,29.0,1
u5045,q5045,0.55,0.72,0.26,0.63,0.86,77.0,1
u7984,q7984,0.64,0.61,0.62,0.55,0.69,72.0,1
u9104,q9104,0.85,0.84,0.85,0.82,1.0,43.0,3
u1360,q1360,0.33,0.42,0.4,0.69,0.62,25.0,1
u8601,q8601,0.97,0.99,0.94,0.89,0.98,33.0,3
u9045,q9045,0.99,0.96,0.95,0.87,0.98,31.0,3
u7270,q7270,0.64,0.63,0.57,0.73,0.83,59.0,3
u6670,q6670,0.56,0.61,0.63,0.56,0.97,67.0,3
u6647,q6647,0.53,0.55,0.54,0.59,0.82,67.0,2
u779,q779,0.15,0.39,0.0,0.52,0.77,24.0,1
u9895,q9895,0.95,0.86,0.75,0.9,0.95,27.0,3
u1327,q1327,0.29,0.31,0.21,0.58,0.63,131.0,1
u7010,q7010,0.45,0.68,0.14,0.55,0.89,42.0,1
u6415,q6415,0.66,0.69,0.66,0.73,0.74,63.0,1
u5245,q5245,0.64,0.76,0.48,0.52,1.0,69.0,2
u9787,q9787,0.99,0.94,0.87,0.8,0.96,30.0,2
u3045,q3045,0.6,0.86,0.35,0.59,0.76,68.0,2
u6829,q6829,0.7,0.64,0.79,0.62,0.93,34.0,2
u4700,q4700,0.67,0.82,0.47,0.68,0.73,42.0,3
u3247,q3247,0.73,0.8,0.64,0.53,0.94,72.0,2
u4099,q4099,0.54,0.71,0.36,0.59,0.99,65.0,2
u7418,q7418,0.7,0.66,0.75,0.71,0.8,56.0,2
u2023,q2023,0.45,0.54,0.27,0.13,0.75,100.0,1
u4827,q4827,0.72,0.82,0.58,0.62,1.0,46.0,3
u799,q799,0.28,0.4,0.15,0.36,0.58,149.0,1
u4269,q4269,0.72,0.87,0.38,0.68,0.9,59.0,1
u5469,q5469,0.58,0.67,0.53,0.65,0.9,68.0,1
u4179,q4179,0.69,0.71,0.5,0.62,0.81,77.0,1
u6138,q6138,0.7,0.84,0.51,0.75,0.9,71.0,2
u3534,q3534,0.6,0.66,0.5,0.51,0.74,62.0,2
u8479,q8479,0.88,0.85,0.91,0.88,0.98,47.0,3
u9368,q9368,0.74,0.84,0.53,0.84,0.98,40.0,3
u5367,q5367,0.72,0.65,0.77,0.74,0.81,49.0,3
u2065,q2065,0.47,0.43,0.41,0.27,0.85,31.0,1
u9085,q9085,0.88,0.9,0.87,0.9,0.97,29.0,2
u2638,q2638,0.27,0.49,0.15,0.23,0.55,17.0,1
u6109,q6109,0.76,0.81,0.62,0.6,0.9,53.0,2
u2154,q2154,0.36,0.42,0.22,0.17,0.1,31.0,1
u3782,q3782,0.73,0.74,0.67,0.59,0.7,86.0,2
u2967,q2967,0.57,0.44,0.43,0.35,0.62,147.0,1
u4123,q4123,0.6,0.82,0.46,0.62,0.9,62.0,1
u9586,q9586,0.96,0.95,0.92,0.81,0.98,47.0,2
u6530,q6530,0.73,0.7,0.8,0.6,0.83,39.0,2
u8596,q8596,0.89,0.89,0.76,0.83,0.99,36.0,2
u9125,q9125,0.74,0.78,0.83,0.85,1.0,37.0,3
u5613,q5613,0.75,0.82,0.52,0.6,0.87,70.0,1
u4464,q4464,0.7,0.81,0.52,0.5,1.0,38.0,2
u7112,q7112,0.57,0.77,0.33,0.65,0.78,58.0,1
u9500,q9500,0.94,0.9,0.91,0.9,0.95,40.0,3
u888,q888,0.29,0.36,0.28,0.67,0.53,30.0,1
u7970,q7970,0.7,0.72,0.62,0.72,0.99,83.0,2
u7231,q7231,0.6,0.69,0.55,0.61,0.84,44.0,2
u7234,q7234,0.81,0.84,0.7,0.54,0.78,66.0,3
u5047,q5047,0.45,0.5,0.54,0.69,0.98,87.0,1
u9497,q9497,0.87,0.84,0.78,0.81,0.94,38.0,3
u1886,q1886,0.4,0.43,0.23,0.47,0.82,115.0,2
u1190,q1190,0.3,0.3,0.29,0.1,1.0,115.0,1
u1311,q1311,0.33,0.4,0.31,0.33,0.62,109.0,1
u369,q369,0.44,0.41,0.36,0.28,0.8,25.0,1
u4922,q4922,0.68,0.95,0.3,0.84,0.98,45.0,2
u3048,q3048,0.62,0.68,0.67,0.69,0.91,66.0,2
u5043,q5043,0.61,0.71,0.53,0.69,0.92,54.0,2
u6211,q6211,0.69,0.78,0.55,0.77,0.95,43.0,1
u6766,q6766,0.65,0.58,0.82,0.64,0.77,43.0,2
u152,q152,0.32,0.43,0.24,0.27,0.65,37.0,1
u8786,q8786,0.75,0.88,0.64,0.91,1.0,44.0,2
u2530,q2530,0.3,0.29,0.28,0.33,0.41,27.0,1
u5393,q5393,0.52,0.59,0.63,0.63,0.87,56.0,3
